Gender,Age at enrollment,Marital status,Course,Previous qualification,Displaced,Educational special needs,Debtor,Tuition fees up to date,Scholarship holder,Unemployment rate,Inflation rate,GDP,Target
Male,21,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Dropout
Male,21,Single,Veterinary Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Male,21,Single,Animation and Multimedia Design,Technological specialization course,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Dropout
Male,27,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Dropout
Male,32,Single,Biofuel Production Technologies,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Dropout
Male,40,Single,Advertising and Marketing Management,Other - 11th year of schooling,No,No,No,No,No,15.5,2.8,-4.06,Dropout
Male,20,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Enrolled
Male,20,Single,Equinculture,Technological specialization course,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Dropout
Male,18,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Male,21,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Dropout
Male,18,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Dropout
Male,19,Single,Agronomy,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Enrolled
Male,30,De Facto Union,Communication Design,Higher education - degree,No,No,No,No,No,15.5,2.8,-4.06,Dropout
Male,29,Single,Agronomy,Other - 11th year of schooling,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Dropout
Male,18,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Dropout
Male,18,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Dropout
Male,22,Single,Agronomy,Technological specialization course,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Dropout
Male,27,Single,Management (evening attendance),Secondary education,No,No,No,No,No,12.7,3.7,-1.7,Dropout
Male,20,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Male,42,Single,Social Service (evening attendance),Higher education - bachelor's degree,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Male,21,Single,Agronomy,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Male,23,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Graduate
Male,21,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Dropout
Male,19,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Male,40,Married,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Dropout
Male,22,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Dropout
Male,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Male,24,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Enrolled
Male,21,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Enrolled
Male,18,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Male,18,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Dropout
Male,24,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Dropout
Male,28,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Enrolled
Female,19,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,28,Single,Veterinary Nursing,Higher education - degree (1st cycle),Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Enrolled
Female,18,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Dropout
Female,19,Single,Animation and Multimedia Design,Secondary education,No,No,No,No,No,16.2,0.3,-0.92,Graduate
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,21,Single,Equinculture,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Dropout
Female,19,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,20,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,18,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,20,Single,Nursing,Frequency of higher education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,26,Single,Veterinary Nursing,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Dropout
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Dropout
Female,58,Single,Social Service (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,20,Single,Veterinary Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Enrolled
Female,20,Single,Management (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Dropout
Female,29,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,27,Single,Social Service,Higher education - degree,No,No,No,No,No,16.2,0.3,-0.92,Dropout
Female,21,Single,Veterinary Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,20,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,19,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,22,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,19,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,19,Single,Journalism and Communication,Secondary education,No,No,No,No,No,12.4,0.5,1.79,Dropout
Female,23,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Enrolled
Female,18,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Dropout
Female,19,Single,Equinculture,Technological specialization course,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Dropout
Female,20,Single,Agronomy,Technological specialization course,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,19,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,26,Single,Veterinary Nursing,Basic education 3rd cycle (9th/10th/11th year) or equiv.,No,No,No,No,No,13.9,-0.3,0.79,Dropout
Female,18,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,29,Single,Veterinary Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Dropout
Female,20,Single,Agronomy,Technological specialization course,No,No,No,No,No,16.2,0.3,-0.92,Graduate
Female,19,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,23,Single,Veterinary Nursing,Technological specialization course,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Enrolled
Female,25,Single,Oral Hygiene,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Enrolled
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,19,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,18,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Enrolled
Female,36,Single,Social Service (evening attendance),Higher education - degree (1st cycle),Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Dropout
Male,20,Single,Agronomy,Technological specialization course,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Enrolled
Male,20,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Dropout
Male,18,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Dropout
Male,19,Single,Agronomy,Technological specialization course,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Enrolled
Male,20,Single,Social Service,Secondary education,No,No,No,No,No,8.9,1.4,3.51,Dropout
Male,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Male,20,Single,Equinculture,Technological specialization course,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Dropout
Male,24,Single,Informatics Engineering,Secondary education,No,No,No,No,No,9.4,-0.8,-3.12,Dropout
Male,19,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Dropout
Male,18,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Dropout
Male,18,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Male,18,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Male,22,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Dropout
Male,19,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,32,Married,Veterinary Nursing,Other - 11th year of schooling,No,No,No,No,No,13.9,-0.3,0.79,Dropout
Female,21,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Dropout
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,39,Divorced,Social Service (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,30,Single,Social Service (evening attendance),11th year of schooling - not completed,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,18,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Dropout
Female,38,Married,Management (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Dropout
Female,20,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,55,Single,Social Service (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equiv.,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,53,Divorced,Communication Design,Higher education - bachelor's degree,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Dropout
Female,54,Married,Social Service (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Dropout
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Enrolled
Female,44,Single,Social Service (evening attendance),Secondary education,No,No,No,No,No,8.9,1.4,3.51,Dropout
Female,28,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,37,Single,Social Service (evening attendance),Higher education - master (2nd cycle),Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Female,20,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Enrolled
Male,19,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Dropout
Male,23,Single,Agronomy,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Male,22,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Dropout
Male,24,Single,Tourism,Secondary education,No,No,No,No,No,11.1,0.6,2.02,Dropout
Male,22,Single,Agronomy,Technological specialization course,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Enrolled
Male,26,Single,Agronomy,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Dropout
Male,18,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Male,24,Single,Equinculture,Technological specialization course,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Dropout
Male,18,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Enrolled
Male,26,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Dropout
Male,27,Single,Tourism,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Dropout
Male,20,Single,Agronomy,Technological specialization course,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Male,19,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Dropout
Male,18,Single,Veterinary Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Dropout
Male,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Male,19,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Enrolled
Male,34,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Enrolled
Male,19,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Dropout
Male,19,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Male,30,Married,Agronomy,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Dropout
Male,22,Single,Journalism and Communication,Secondary education,No,No,No,No,No,10.8,1.4,1.74,Dropout
Male,19,Single,Management,Secondary education,No,No,No,No,No,15.5,2.8,-4.06,Dropout
Male,21,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Dropout
Male,22,Single,Animation and Multimedia Design,Secondary education,No,No,No,No,No,7.6,2.6,0.32,Dropout
Male,19,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Enrolled
Male,20,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Enrolled
Male,35,Single,Agronomy,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Dropout
Male,20,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Dropout
Male,21,Single,Equinculture,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Male,27,Single,Veterinary Nursing,Other - 11th year of schooling,No,No,No,No,No,7.6,2.6,0.32,Dropout
Male,26,Single,Journalism and Communication,Secondary education,No,No,No,No,No,9.4,-0.8,-3.12,Dropout
Male,20,Single,Journalism and Communication,Secondary education,No,No,No,No,No,10.8,1.4,1.74,Dropout
Male,28,Single,Agronomy,Secondary education,No,No,No,No,No,15.5,2.8,-4.06,Dropout
Male,19,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Male,47,Single,Management (evening attendance),Secondary education,No,No,No,No,No,12.7,3.7,-1.7,Dropout
Male,55,Divorced,Journalism and Communication,Other - 11th year of schooling,No,No,No,No,No,10.8,1.4,1.74,Dropout
Male,39,Single,Agronomy,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Dropout
Male,35,Married,Agronomy,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Dropout
Male,32,Single,Social Service,Secondary education,No,No,No,No,No,7.6,2.6,0.32,Dropout
Male,20,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Graduate
Male,36,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Male,34,Single,Management (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equiv.,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Graduate
Male,21,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Dropout
Male,42,Single,Management (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Dropout
Male,25,Single,Agronomy,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Dropout
Male,18,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Dropout
Male,18,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Male,19,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Male,34,Single,Veterinary Nursing,Secondary education,No,No,No,No,No,13.9,-0.3,0.79,Dropout
Male,20,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Dropout
Male,20,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Dropout
Male,21,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Male,19,Single,Agronomy,Technological specialization course,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Male,31,Single,Veterinary Nursing,Secondary education,No,No,No,No,No,9.4,-0.8,-3.12,Dropout
Male,21,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Male,20,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Male,22,Single,Nursing,Frequency of higher education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Male,19,Single,Communication Design,Secondary education,No,No,No,No,No,9.4,-0.8,-3.12,Dropout
Male,41,Single,Equinculture,Secondary education,No,No,No,No,No,12.7,3.7,-1.7,Dropout
Male,27,Single,Nursing,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Dropout
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Dropout
Female,20,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,19,Single,Nursing,Frequency of higher education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,35,Married,Management (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,22,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,20,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,18,Single,Advertising and Marketing Management,Secondary education,No,No,No,No,No,10.8,1.4,1.74,Dropout
Female,18,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,30,Single,Nursing,Higher education - degree,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,18,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,20,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Enrolled
Female,19,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Enrolled
Female,19,Single,Veterinary Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,21,Single,Oral Hygiene,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,21,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Enrolled
Female,18,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Enrolled
Female,18,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,35,Divorced,Veterinary Nursing,Secondary education,No,No,No,No,No,9.4,-0.8,-3.12,Dropout
Female,21,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Enrolled
Male,18,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Male,22,Single,Communication Design,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Enrolled
Male,20,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,34,Married,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,33,Married,Management,Higher education - degree,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Enrolled
Female,22,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,20,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Enrolled
Female,35,Married,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Enrolled
Female,39,Married,Management,Secondary education,No,No,No,No,No,9.4,-0.8,-3.12,Dropout
Female,19,Single,Nursing,Secondary education,No,No,No,No,No,11.1,0.6,2.02,Dropout
Female,36,Divorced,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,21,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,22,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Enrolled
Female,42,Married,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,34,Single,Informatics Engineering,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Dropout
Female,20,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Enrolled
Female,33,Married,Social Service (evening attendance),Technological specialization course,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,20,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,19,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,34,Married,Management (evening attendance),Higher education - degree,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Dropout
Female,18,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,24,Single,Social Service (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,18,Single,Basic Education,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Graduate
Female,20,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,7.6,2.6,0.32,Enrolled
Female,21,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Graduate
Female,19,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Graduate
Female,18,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,38,Divorced,Social Service (evening attendance),Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Male,21,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,8.9,1.4,3.51,Enrolled
Male,23,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,15.5,2.8,-4.06,Enrolled
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,18,Single,Journalism and Communication,Secondary education,No,No,No,No,No,13.9,-0.3,0.79,Dropout
Female,18,Single,Animation and Multimedia Design,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Graduate
Female,24,Single,Agronomy,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Enrolled
Female,18,Single,Journalism and Communication,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,18,Single,Equinculture,Secondary education,Yes,Yes,Yes,Yes,Yes,13.9,-0.3,0.79,Graduate
Female,26,Single,Management (evening attendance),Higher education - degree (1st cycle),Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,19,Single,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Enrolled
Female,19,Single,Advertising and Marketing Management,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Dropout
Female,19,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,16.2,0.3,-0.92,Enrolled
Female,20,Single,Equinculture,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Dropout
Female,22,Single,Tourism,Secondary education,Yes,Yes,Yes,Yes,Yes,9.4,-0.8,-3.12,Enrolled
Female,19,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Graduate
Female,20,Single,Nursing,Secondary education,Yes,Yes,Yes,Yes,Yes,12.4,0.5,1.79,Graduate
Female,36,Married,Management,Secondary education,Yes,Yes,Yes,Yes,Yes,10.8,1.4,1.74,Enrolled
Female,29,Single,Basic Education,Basic education 3rd cycle (9th/10th/11th year) or equiv.,Yes,Yes,Yes,Yes,Yes,11.1,0.6,2.02,Dropout
Female,19,Single,Social Service,Secondary education,Yes,Yes,Yes,Yes,Yes,12.7,3.7,-1.7,Graduate
Female,24,De Facto Union,Management,Secondary education,No,No,No,No,No,13.9,-0.3,0.79,Dropout
Female,27,De Facto Union,Agronomy,Secondary education,No,No,No,No,No,8.9,1.4,3.51,Dropout
